OrderPriority,OrderPriorityPrice,OrderDate,OrderNumber,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,ProductDepartment,Container,ProductCategory,ProductName,CustomerSegment,CustomerID,CustomerName,Region,State,CountryRegion,City,PostalCode,ShipDate,ShipMode
Critical,15,13-02-10,89928,0.03,194,11,12,0.59,Furniture,Large Box,Office Furnishings,Electrix Halogen Magnifier Lamp,Home Office,3344,Jim Hinson,North America,Michigan,United States of America,Rochester Hills,48307,15-02-10,Regular Air
Critical,15,13-02-10,86933,0.02,121,11,59,0.75,Furniture,Jumbo Box,Bookcases,O Sullivan Living Dimensions 2-Shelf Bookcases,Home Office,2020,Erika Jordan,North America,Pennsylvania,United States of America,Plum,15239,15-02-10,Delivery Truck
Medium,7,13-02-10,86489,0.1,7,12,5,0.35,Office Supplies,Small Box,Paper,Southworth Structures Collection ,Corporate,3170,Lawrence Haas,North America,Florida,United States of America,Port Saint Lucie,34952,13-02-10,Regular Air
Low,5,14-02-10,13408,0.04,61,4,12,0.64,Furniture,Medium Box,Office Furnishings,Tenex Traditional Chairmats for Medium Pile Carpet; Standard Lip; 36inch x 48inch,Home Office,1745,Herbert Holden,North America,Georgia,United States of America,Atlanta,30305,16-02-10,Regular Air
Critical,15,14-02-10,48836,0.09,348,8,40,0.62,Furniture,Jumbo Box,Tables,Bretford CR4500 Series Slim Rectangular Table,Home Office,2491,Sean N Boyer,North America,California,United States of America,Los Angeles,90045,16-02-10,Delivery Truck
Not Specified,0,14-02-10,56452,0,237,34,59,0.61,Furniture,Jumbo Box,Tables,Chromcraft Rectangular Conference Tables,Consumer,640,Neal Wolfe,North America,Washington,United States of America,Seattle,98119,15-02-10,Delivery Truck
Low,5,14-02-10,87244,0.04,61,1,12,0.64,Furniture,Medium Box,Office Furnishings,Tenex Traditional Chairmats for Medium Pile Carpet; Standard Lip; 36inch x 48inch,Home Office,1749,Sherri P Stephens,North America,Oklahoma,United States of America,Lawton,73505,16-02-10,Regular Air
Critical,15,14-02-10,86884,0.09,348,2,40,0.62,Furniture,Jumbo Box,Tables,Bretford CR4500 Series Slim Rectangular Table,Home Office,2490,Pauline Finch,North America,California,United States of America,Costa Mesa,92627,16-02-10,Delivery Truck
Not Specified,0,14-02-10,87952,0,237,9,59,0.61,Furniture,Jumbo Box,Tables,Chromcraft Rectangular Conference Tables,Consumer,639,Lois Rowland,North America,California,United States of America,Santa Maria,93454,15-02-10,Delivery Truck
Not Specified,0,15-02-10,33095,0.1,79,34,20,0.43,Furniture,Small Box,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS   Wall Clock,Consumer,2354,Cheryl Honeycutt,Asia Pacific,Moskva (city),Russian Federation,Moscow,101000,16-02-10,Regular Air
Low,5,15-02-10,34498,0.09,9,4,1,0.38,Office Supplies,Small Box,Envelopes,#10- 4 1/8inch x 9 1/2inch Recycled Envelopes,Small Business,2682,Joe Keith Simpson,Europe; the Middle East and Africa,Madrid,Spain,Madrid,28001,20-02-10,Express Air
Critical,15,15-02-10,46119,0.07,8,20,1,0.35,Office Supplies,Wrap Bag,Paper,Adams Telephone Message Book w/Frequently-Called Numbers Space; 400 Messages per Book,Consumer,590,Courtney McBride,Asia Pacific,Soul,Republic of Korea,Seoul,1020,17-02-10,Regular Air
Low,5,15-02-10,86382,0.07,10,3,9,0.6,Office Supplies,Small Box,Storage and Organization,Filing/Storage Totes and Swivel Casters,Corporate,393,Shawn Combs,North America,New York,United States of America,Auburn,13021,22-02-10,Regular Air
Not Specified,0,15-02-10,91304,0.1,79,9,20,0.43,Furniture,Small Box,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS   Wall Clock,Consumer,2355,Clyde Burnett,North America,California,United States of America,Coachella,92236,16-02-10,Regular Air
Low,5,15-02-10,89146,0.09,9,1,1,0.38,Office Supplies,Small Box,Envelopes,#10- 4 1/8inch x 9 1/2inch Recycled Envelopes,Small Business,2684,Edna Michael,North America,Florida,United States of America,Port Charlotte,33952,20-02-10,Express Air
Low,5,15-02-10,89146,0.09,19,1,9,0.37,Office Supplies,Small Box,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Business,2684,Edna Michael,North America,Florida,United States of America,Port Charlotte,33952,20-02-10,Regular Air
Critical,15,15-02-10,86308,0.03,4,6,1,0.38,Office Supplies,Small Box,Binders and Binder Accessories,Durable Pressboard Binders,Consumer,596,Doris Fitzpatrick,North America,Indiana,United States of America,Carmel,46032,17-02-10,Regular Air
Critical,15,15-02-10,86308,0.07,8,5,1,0.35,Office Supplies,Wrap Bag,Paper,Adams Telephone Message Book w/Frequently-Called Numbers Space; 400 Messages per Book,Consumer,596,Doris Fitzpatrick,North America,Indiana,United States of America,Carmel,46032,17-02-10,Regular Air
Critical,15,15-02-10,86308,0.07,417,12,75,0.79,Furniture,Jumbo Box,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Consumer,596,Doris Fitzpatrick,North America,Indiana,United States of America,Carmel,46032,16-02-10,Delivery Truck
Low,5,16-02-10,32037,0.04,9,37,6,0.38,Office Supplies,Small Box,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Home Office,1129,Pam Patton,North America,Massachusetts,United States of America,Boston,2118,23-02-10,Regular Air
Low,5,16-02-10,32037,0.07,700,15,24,0.54,Technology,Large Box,Copiers and Fax,Canon Imageclass D680 Copier / Fax,Home Office,1129,Pam Patton,North America,Massachusetts,United States of America,Boston,2118,20-02-10,Regular Air
Low,5,16-02-10,48998,0.04,12,15,7,0.35,Office Supplies,Small Box,Envelopes,Peel and Seel® Recycled Catalog Envelopes; Brown,Home Office,3002,Richard McLaughlin,Asia Pacific,Beijing,China,Beijing,65001,18-02-10,Regular Air
Medium,7,16-02-10,55874,0,7,28,6,0.39,Office Supplies,Small Box,Binders and Binder Accessories,Wilson Jones Hanging View Binder; White; 1inch,Small Business,1228,Hazel Jennings,North America,Pennsylvania,United States of America,Philadelphia,19140,17-02-10,Regular Air
Medium,7,16-02-10,55874,0.01,5,41,5,0.64,Technology,Small Pack,Computer Peripherals,Imation 3.5inch; DISKETTE 44766 HGHLD3.52HD/FM; 10/Pack,Small Business,1228,Hazel Jennings,North America,Pennsylvania,United States of America,Philadelphia,19140,18-02-10,Express Air
Medium,7,16-02-10,55874,0.06,6,24,1,0.38,Office Supplies,Small Box,Envelopes,Staples Standard Envelopes,Small Business,1228,Hazel Jennings,North America,Pennsylvania,United States of America,Philadelphia,19140,16-02-10,Regular Air
Low,5,16-02-10,88102,0.04,9,9,6,0.38,Office Supplies,Small Box,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Home Office,1132,Michael Robbins,North America,Texas,United States of America,Euless,76039,23-02-10,Regular Air
Low,5,16-02-10,88102,0.07,700,4,24,0.54,Technology,Large Box,Copiers and Fax,Canon Imageclass D680 Copier / Fax,Home Office,1132,Michael Robbins,North America,Texas,United States of America,Euless,76039,20-02-10,Regular Air
Medium,7,16-02-10,90378,0.01,5,10,5,0.64,Technology,Small Pack,Computer Peripherals,Imation 3.5inch; DISKETTE 44766 HGHLD3.52HD/FM; 10/Pack,Small Business,1229,Patrick Byrne,North America,Texas,United States of America,Sulphur Springs,75482,18-02-10,Express Air
Critical,15,17-02-10,22083,0.05,6,2,2,0.38,Office Supplies,Wrap Bag,Paper,Adams Telephone Message Books; 5 1/4” x 11”,Corporate,935,Eugene Levy,Europe; the Middle East and Africa,Berlin,Germany,Berlin,10789,19-02-10,Express Air
Critical,15,17-02-10,90588,0.05,6,1,2,0.38,Office Supplies,Wrap Bag,Paper,Adams Telephone Message Books; 5 1/4” x 11”,Corporate,936,Robyn Garner,North America,California,United States of America,Redlands,92374,19-02-10,Express Air
High,10,17-02-10,87002,0.04,62,3,11,0.63,Furniture,Medium Box,Office Furnishings,Deflect-o Glass Clear Studded Chair Mats,Consumer,1305,Chris Pritchard,North America,Utah,United States of America,West Valley City,84120,19-02-10,Regular Air
Not Specified,0,18-02-10,16547,0.09,356,30,59,0.64,Furniture,Jumbo Drum,Chairs and Chairmats,Hon 4700 Series Mobuis  Mid-Back Task Chairs with Adjustable Arms,Corporate,2498,Arlene Long,North America,California,United States of America,San Diego,92024,20-02-10,Delivery Truck
Not Specified,0,18-02-10,16547,0.04,219,8,70,0.15,Furniture,Jumbo Box,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Corporate,2498,Arlene Long,North America,California,United States of America,San Diego,92024,18-02-10,Delivery Truck
Not Specified,0,18-02-10,88319,0.09,356,8,59,0.64,Furniture,Jumbo Drum,Chairs and Chairmats,Hon 4700 Series Mobuis  Mid-Back Task Chairs with Adjustable Arms,Corporate,2499,Geoffrey Koch,North America,Illinois,United States of America,Kankakee,60901,20-02-10,Delivery Truck
Not Specified,0,19-02-10,18471,0.02,2,4,3,0.55,Office Supplies,Small Pack,Scissors; Rulers and Trimmers,Kleencut® Forged Office Shears by Acme United Corporation,Corporate,1825,Dale Lanier,Latin America,Distrito Federal,Mexico,Mexico City,1000,20-02-10,Regular Air
Not Specified,0,19-02-10,18471,0.02,6,29,5,0.36,Office Supplies,Small Box,Paper,Xerox 1983,Corporate,1825,Dale Lanier,Latin America,Distrito Federal,Mexico,Mexico City,1000,20-02-10,Regular Air
High,10,19-02-10,56483,0.05,4,37,5,0.4,Office Supplies,Small Box,Paper,Xerox 1971,Small Business,992,Ruby Knox,Europe; the Middle East and Africa,Istanbul,Turkey,Istanbul,34000,19-02-10,Regular Air
Not Specified,0,19-02-10,86956,0,6,9,1,0.6,Office Supplies,Wrap Bag,Pens and Art Supplies,Newell 315,Corporate,1827,Vincent Hale,North America,Iowa,United States of America,Burlington,52601,20-02-10,Regular Air
Not Specified,0,19-02-10,86956,0.02,6,7,5,0.36,Office Supplies,Small Box,Paper,Xerox 1983,Corporate,1828,Stacey Lucas,North America,Iowa,United States of America,Cedar Falls,50613,20-02-10,Regular Air
High,10,19-02-10,87003,0.03,39,12,2,0.54,Technology,Small Pack,Computer Peripherals,80 Minute CD-R Spindle; 100/Pack - Staples,Consumer,1303,Cindy Harvey,North America,Utah,United States of America,Tooele,84074,21-02-10,Regular Air
High,10,19-02-10,87720,0.05,11,8,5,0.59,Office Supplies,Small Box,Storage and Organization,X-Rack  File for Hanging Folders,Corporate,2828,Monica Howard,North America,California,United States of America,El Centro,92243,21-02-10,Regular Air
High,10,19-02-10,89432,0.05,4,9,5,0.4,Office Supplies,Small Box,Paper,Xerox 1971,Small Business,993,Gail Currin,North America,California,United States of America,Oxnard,93030,19-02-10,Regular Air
High,10,20-02-10,55300,0.03,4,37,7,0.6,Office Supplies,Small Box,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Consumer,2882,Andrew Gonzalez,North America,North Carolina,United States of America,Charlotte,28206,22-02-10,Regular Air
High,10,20-02-10,55300,0.01,4,48,1,0.37,Office Supplies,Small Box,Labels,Avery 510,Consumer,2882,Andrew Gonzalez,North America,North Carolina,United States of America,Charlotte,28206,21-02-10,Regular Air
High,10,20-02-10,55300,0.02,11,31,13,0.6,Furniture,Large Box,Office Furnishings,Dana Swing-Arm Lamps,Consumer,2882,Andrew Gonzalez,North America,North Carolina,United States of America,Charlotte,28206,22-02-10,Regular Air
High,10,20-02-10,58182,0.05,19,24,6,0.44,Furniture,Small Pack,Office Furnishings,Executive Impressions 13inch Clairmont Wall Clock,Corporate,3281,Carol Clayton,Asia Pacific,Tokyo,Japan,Tokyo,1000000,22-02-10,Express Air
Medium,7,20-02-10,90237,0.07,6,10,8,0.39,Office Supplies,Small Box,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Business,233,Michele Bullard,North America,Illinois,United States of America,Orland Park,60462,22-02-10,Regular Air
Medium,7,20-02-10,90237,0.04,10,12,6,0.55,Furniture,Small Box,Office Furnishings,Eldon Expressions  Desk Accessory; Wood Pencil Holder; Oak,Small Business,233,Michele Bullard,North America,Illinois,United States of America,Orland Park,60462,21-02-10,Regular Air
High,10,20-02-10,87630,0.03,4,9,7,0.6,Office Supplies,Small Box,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Consumer,2886,Gretchen McKinney,North America,Ohio,United States of America,Parma,44134,22-02-10,Regular Air
High,10,20-02-10,87630,0.01,4,12,1,0.37,Office Supplies,Small Box,Labels,Avery 510,Consumer,2886,Gretchen McKinney,North America,Ohio,United States of America,Parma,44134,21-02-10,Regular Air
High,10,20-02-10,87630,0.02,11,8,13,0.6,Furniture,Large Box,Office Furnishings,Dana Swing-Arm Lamps,Consumer,2886,Gretchen McKinney,North America,Ohio,United States of America,Parma,44134,22-02-10,Regular Air
High,10,20-02-10,90751,0.05,19,6,6,0.44,Furniture,Small Pack,Office Furnishings,Executive Impressions 13inch Clairmont Wall Clock,Corporate,3284,Michael Shaffer,North America,Florida,United States of America,Kissimmee,34741,22-02-10,Express Air
Critical,15,21-02-10,38087,0.02,50,18,20,0.41,Technology,Small Box,Computer Peripherals,Zoom V.92 USB External Faxmodem,Small Business,181,Wesley Waller,North America,California,United States of America,San Francisco,94122,21-02-10,Regular Air
Critical,15,21-02-10,88360,0.02,50,5,20,0.41,Technology,Small Box,Computer Peripherals,Zoom V.92 USB External Faxmodem,Small Business,184,Phillip Holmes,North America,Massachusetts,United States of America,Arlington,2474,21-02-10,Regular Air
Low,5,21-02-10,86514,0.1,5,10,1,0.36,Office Supplies,Small Box,Labels,Avery 493,Home Office,2472,Ricky Sanders,North America,Illinois,United States of America,Joliet,60432,21-02-10,Express Air
Not Specified,0,22-02-10,6368,0,442,40,15,0.56,Technology,Jumbo Drum,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Corporate,235,Kay Perez,Asia Pacific,Osaka,Japan,Osaka,5890013,22-02-10,Delivery Truck
Not Specified,0,22-02-10,86621,0,442,10,15,0.56,Technology,Jumbo Drum,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Corporate,236,Shawn McIntyre,North America,Colorado,United States of America,Louisville,80027,22-02-10,Delivery Truck
High,10,22-02-10,89199,0.08,35,13,8,0.59,Office Supplies,Small Box,Pens and Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Corporate,32,Matthew Berman,North America,Oregon,United States of America,Grants Pass,97526,23-02-10,Regular Air
Not Specified,0,22-02-10,89360,0.05,5,7,5,0.64,Technology,Small Pack,Computer Peripherals,Imation 3.5inch; DISKETTE 44766 HGHLD3.52HD/FM; 10/Pack,Consumer,2653,Leo Kane,North America,Kansas,United States of America,Derby,67037,23-02-10,Regular Air
Not Specified,0,22-02-10,89360,0.02,34,11,5,0.55,Furniture,Small Box,Office Furnishings,Hand-Finished Solid Wood Document Frame,Consumer,2653,Leo Kane,North America,Kansas,United States of America,Derby,67037,24-02-10,Regular Air
High,10,23-02-10,28256,0.01,21,19,53,0.78,Office Supplies,Jumbo Drum,Storage and Organization,Tennsco Lockers; Gray,Corporate,504,Julia Collier,Asia Pacific,Soul,Republic of Korea,Seoul,1020,23-02-10,Delivery Truck
Critical,15,23-02-10,36643,0.01,14,17,9,0.43,Furniture,Small Box,Office Furnishings,9-3/4 Diameter Round Wall Clock,Corporate,2863,Anne Lowry,Asia Pacific,Osaka,Japan,Osaka,5890013,25-02-10,Regular Air
Critical,15,23-02-10,36643,0.04,33,30,9,0.61,Office Supplies,Small Box,Storage and Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Corporate,2863,Anne Lowry,Asia Pacific,Osaka,Japan,Osaka,5890013,24-02-10,Regular Air
Critical,15,23-02-10,58310,0.03,38,22,13,0.57,Office Supplies,Small Box,Storage and Organization,Companion Letter/Legal File; Black,Home Office,2184,Erika Olson,Europe; the Middle East and Africa,Ile-de-France,France,Paris,75017,24-02-10,Regular Air
High,10,23-02-10,87356,0.01,21,5,53,0.78,Office Supplies,Jumbo Drum,Storage and Organization,Tennsco Lockers; Gray,Corporate,508,Cameron Owens,North America,Kentucky,United States of America,Covington,41011,23-02-10,Delivery Truck
Critical,15,23-02-10,90871,0.01,14,4,9,0.43,Furniture,Small Box,Office Furnishings,9-3/4 Diameter Round Wall Clock,Corporate,2865,Roberta Mitchell,North America,Texas,United States of America,Paris,75460,25-02-10,Regular Air
Critical,15,23-02-10,90871,0.04,33,8,9,0.61,Office Supplies,Small Box,Storage and Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Corporate,2865,Roberta Mitchell,North America,Texas,United States of America,Paris,75460,24-02-10,Regular Air
Critical,15,24-02-10,86486,0.01,138,4,35,0.5,Office Supplies,Large Box,Storage and Organization,SAFCO Commercial Wire Shelving; Black,Small Business,2660,Jeffrey Page,North America,Maine,United States of America,Gorham,4038,26-02-10,Regular Air
Critical,15,24-02-10,91041,0.03,49,3,4,0.56,Office Supplies,Small Box,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Corporate,1649,Roy Hardison,North America,New York,United States of America,Woodmere,11598,26-02-10,Express Air
Critical,15,24-02-10,91261,0,301,12,165,0.56,Furniture,Jumbo Drum,Chairs and Chairmats,Global Leather and Oak Executive Chair; Black,Home Office,1894,Maureen Herbert Hood,North America,Wisconsin,United States of America,Appleton,54915,25-02-10,Delivery Truck
Critical,15,24-02-10,91261,0.09,3,1,1,0.58,Office Supplies,Wrap Bag,Pens and Art Supplies,Newell 343,Home Office,1894,Maureen Herbert Hood,North America,Wisconsin,United States of America,Appleton,54915,26-02-10,Regular Air
Low,5,25-02-10,18819,0.1,51,22,22,0.55,Furniture,Large Box,Office Furnishings,Dana Fluorescent Magnifying Lamp; White; 36inch,Corporate,849,Vernon Stark,Europe; the Middle East and Africa,Ile-de-France,France,Paris,75007,27-02-10,Regular Air
Low,5,25-02-10,88568,0.1,51,6,22,0.55,Furniture,Large Box,Office Furnishings,Dana Fluorescent Magnifying Lamp; White; 36inch,Corporate,851,Helen H Heller,North America,California,United States of America,Hacienda Heights,91745,27-02-10,Regular Air
Not Specified,0,25-02-10,91194,0.04,29,10,9,0.42,Furniture,Small Box,Office Furnishings,Deflect-o SuperTray  Unbreakable Stackable Tray; Letter; Black,Corporate,868,Sharon Ellis,North America,Minnesota,United States of America,Shoreview,55126,27-02-10,Express Air
Not Specified,0,25-02-10,91194,0,81,8,35,0.83,Office Supplies,Large Box,Storage and Organization,Carina 42inchHx23 3/4inchW Media Storage Unit,Corporate,868,Sharon Ellis,North America,Minnesota,United States of America,Shoreview,55126,27-02-10,Regular Air
High,10,25-02-10,88266,0.06,8,1,2,0.52,Technology,Small Pack,Computer Peripherals,80 Minute Slim Jewel Case CD-R ; 10/Pack - Staples,Corporate,2361,Vincent Daniel,North America,Florida,United States of America,Fruit Cove,32259,26-02-10,Regular Air
Critical,15,26-02-10,30564,0.09,36,20,6,0.38,Technology,Wrap Bag,Telephones and Communication,Accessory41,Home Office,906,Holly Rodriguez,Asia Pacific,Moskva (city),Russian Federation,Moscow,101000,27-02-10,Regular Air
Critical,15,26-02-10,86545,0.02,5,6,3,0.38,Office Supplies,Small Box,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Corporate,2979,Lloyd Dolan,North America,North Dakota,United States of America,Dickinson,58601,28-02-10,Regular Air
Critical,15,26-02-10,86545,0.03,41,6,7,0.37,Office Supplies,Small Box,Binders and Binder Accessories,Wilson Jones Ledger-Size; Piano-Hinge Binder; 2inch; Blue,Corporate,2979,Lloyd Dolan,North America,North Dakota,United States of America,Dickinson,58601,27-02-10,Regular Air
Medium,7,26-02-10,88447,0.07,8,6,2,0.52,Technology,Small Pack,Computer Peripherals,80 Minute Slim Jewel Case CD-R ; 10/Pack - Staples,Consumer,3063,Ann Steele,North America,Washington,United States of America,Kirkland,98034,28-02-10,Regular Air
Medium,7,26-02-10,88447,0.03,500,5,24,0.36,Technology,Large Box,Copiers and Fax,Sharp AL-1530CS Digital Copier,Consumer,3063,Ann Steele,North America,Washington,United States of America,Kirkland,98034,27-02-10,Regular Air
Medium,7,26-02-10,91432,0.06,196,6,9,0.6,Technology,Small Box,Telephones and Communication,T28 WORLD,Home Office,622,Hazel Khan,North America,Maine,United States of America,Auburn,4210,28-02-10,Regular Air
Medium,7,26-02-10,91432,0.1,7,5,2,0.39,Office Supplies,Wrap Bag,Paper,Adams Phone Message Book; 200 Message Capacity; 8 1/16” x 11”,Home Office,621,Heather Stern,North America,Connecticut,United States of America,Newington,6111,27-02-10,Regular Air
Critical,15,26-02-10,86459,0.09,36,5,6,0.38,Technology,Wrap Bag,Telephones and Communication,Accessory41,Home Office,907,Rachel Casey,North America,Kentucky,United States of America,Henderson,42420,27-02-10,Regular Air
High,10,26-02-10,90678,0.1,4,2,2,0.39,Office Supplies,Wrap Bag,Paper,Telephone Message Books with Fax/Mobile Section; 4 1/4inch x 6inch,Consumer,1665,Elsie Pridgen,North America,California,United States of America,Laguna Hills,92653,27-02-10,Regular Air
Critical,15,26-02-10,89705,0.08,55,4,7,0.37,Office Supplies,Small Box,Paper,Eaton Premium Continuous-Feed Paper; 25% Cotton; Letter Size; White; 1000 Shts/Box,Home Office,1639,Marvin Rollins,North America,Connecticut,United States of America,Stamford,6901,28-02-10,Regular Air
Low,5,27-02-10,39846,0.06,131,10,55,0.69,Furniture,Jumbo Box,Bookcases,O Sullivan Elevations Bookcase; Cherry Finish,Corporate,747,Carl McLean,Asia Pacific,Central,Fiji,Suva,0,06-03-10,Delivery Truck
Critical,15,27-02-10,85893,0.03,12,7,6,0.36,Technology,Medium Box,Office Machines,TI 30X Scientific Calculator,Home Office,1916,Marcia Feldman,North America,Arkansas,United States of America,Little Rock,72209,28-02-10,Regular Air
Low,5,27-02-10,91201,0.06,131,3,55,0.69,Furniture,Jumbo Box,Bookcases,O Sullivan Elevations Bookcase; Cherry Finish,Corporate,751,David Wrenn,North America,Kentucky,United States of America,Georgetown,40324,06-03-10,Delivery Truck
Low,5,28-02-10,41888,0.1,121,18,9,0.35,Office Supplies,Small Box,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Corporate,3353,Caroline Kay,Latin America,Distrito Federal,Mexico,Mexico City,1000,09-03-10,Regular Air
Low,5,28-02-10,41888,0.08,8,23,2,0.74,Technology,Small Pack,Computer Peripherals,Imation 3.5 IBM Formatted Diskettes; 10/Box,Corporate,3353,Caroline Kay,Latin America,Distrito Federal,Mexico,Mexico City,1000,04-03-10,Express Air
Low,5,28-02-10,41888,0.1,126,29,4,0.59,Technology,Small Box,Telephones and Communication,V3682,Corporate,3353,Caroline Kay,Latin America,Distrito Federal,Mexico,Mexico City,1000,28-02-10,Regular Air
Critical,15,28-02-10,57958,0.07,31,46,9,0.4,Office Supplies,Small Box,Paper,Xerox 1979,Consumer,3085,Ronnie Armstrong,Europe; the Middle East and Africa,Ile-de-France,France,Paris,75010,01-03-10,Express Air
Low,5,28-02-10,88587,0.1,121,5,9,0.35,Office Supplies,Small Box,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Corporate,3355,Glenda Simon,North America,California,United States of America,Camarillo,93010,09-03-10,Regular Air
Low,5,28-02-10,88587,0.08,8,6,2,0.74,Technology,Small Pack,Computer Peripherals,Imation 3.5 IBM Formatted Diskettes; 10/Box,Corporate,3355,Glenda Simon,North America,California,United States of America,Camarillo,93010,04-03-10,Express Air
Low,5,28-02-10,88587,0.1,126,7,4,0.59,Technology,Small Box,Telephones and Communication,V3682,Corporate,3355,Glenda Simon,North America,California,United States of America,Camarillo,93010,28-02-10,Regular Air
Low,5,01-03-10,11302,0.09,91,10,14,0.36,Technology,Jumbo Drum,Office Machines,Lexmark Z54se Color Inkjet Printer,Home Office,2436,Paige Braswell,Europe; the Middle East and Africa,Al Iskandariyah,Egypt,Alexandria,5310002,03-03-10,Delivery Truck
Critical,15,01-03-10,19042,0.07,41,8,7,0.37,Office Supplies,Small Box,Binders and Binder Accessories,Wilson Jones Ledger-Size; Piano-Hinge Binder; 2inch; Blue,Corporate,1280,Harold Albright,North America,Washington,United States of America,Seattle,98119,02-03-10,Regular Air
High,10,01-03-10,88093,0.02,11,9,11,0.36,Office Supplies,Small Box,Paper,Staples 1 Part Blank Computer Paper,Corporate,1561,Edwin Coley,North America,Texas,United States of America,Mansfield,76063,02-03-10,Regular Air
Low,5,01-03-10,90301,0.09,91,3,14,0.36,Technology,Jumbo Drum,Office Machines,Lexmark Z54se Color Inkjet Printer,Home Office,2437,Judith Shepherd,North America,Wisconsin,United States of America,Muskego,53150,03-03-10,Delivery Truck
Critical,15,01-03-10,90114,0.07,41,2,7,0.37,Office Supplies,Small Box,Binders and Binder Accessories,Wilson Jones Ledger-Size; Piano-Hinge Binder; 2inch; Blue,Corporate,1279,Josephine Rao,North America,Indiana,United States of America,Hammond,46324,02-03-10,Regular Air
Critical,15,01-03-10,88387,0.09,28,6,2,0.4,Technology,Small Pack,Computer Peripherals,Memorex 4.7GB DVD+RW; 3/Pack,Home Office,1014,Theresa Winters,North America,Arkansas,United States of America,Bryant,72022,02-03-10,Regular Air
Critical,15,01-03-10,88387,0,2,3,5,0.43,Furniture,Small Box,Office Furnishings,Eldon® Wave Desk Accessories,Home Office,1014,Theresa Winters,North America,Arkansas,United States of America,Bryant,72022,03-03-10,Regular Air
Critical,15,01-03-10,88387,0.06,46,10,5,0.56,Technology,Small Box,Telephones and Communication,KF 788,Home Office,1014,Theresa Winters,North America,Arkansas,United States of America,Bryant,72022,02-03-10,Express Air
Medium,7,01-03-10,89219,0.06,3500,1,24,0.37,Technology,Large Box,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Corporate,2454,Donna Braun,North America,Alabama,United States of America,Hoover,35244,04-03-10,Express Air
Medium,7,02-03-10,41153,0.1,31,29,4,0.75,Technology,Small Box,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Corporate,47,Carmen Barrett,Asia Pacific,Tokyo,Japan,Tokyo,1000000,03-03-10,Regular Air
Not Specified,0,02-03-10,54369,0,8,47,2,0.52,Technology,Small Pack,Computer Peripherals,80 Minute Slim Jewel Case CD-R ; 10/Pack - Staples,Consumer,2878,Susan Carroll Berman,North America,Washington,United States of America,Seattle,98107,04-03-10,Express Air
Not Specified,0,02-03-10,87406,0,4,1,1,0.38,Office Supplies,Small Box,Labels,Avery 501,Small Business,64,Lynn Morrow,North America,Virginia,United States of America,Salem,24153,04-03-10,Regular Air
Not Specified,0,02-03-10,87406,0.02,176,4,5,0.59,Technology,Small Box,Telephones and Communication,5165,Small Business,64,Lynn Morrow,North America,Virginia,United States of America,Salem,24153,02-03-10,Express Air
High,10,02-03-10,89025,0.08,171,1,36,0.66,Furniture,Jumbo Box,Bookcases,Rush Hierlooms Collection 1inch Thick Stackable Bookcases,Small Business,3187,Sidney Gilliam,North America,Florida,United States of America,Riverview,33569,04-03-10,Delivery Truck
Not Specified,0,02-03-10,91492,0,8,12,2,0.52,Technology,Small Pack,Computer Peripherals,80 Minute Slim Jewel Case CD-R ; 10/Pack - Staples,Consumer,2877,Shannon Aldridge,North America,Ohio,United States of America,North Olmsted,44070,04-03-10,Express Air
Low,5,03-03-10,86973,0.08,2,9,5,0.43,Furniture,Small Box,Office Furnishings,Eldon® Wave Desk Accessories,Corporate,1686,Lynn O Donnell,North America,Illinois,United States of America,Elgin,60123,10-03-10,Regular Air
Critical,15,04-03-10,28291,0.02,281,14,57,0.78,Furniture,Jumbo Drum,Chairs and Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Consumer,567,Kevin Ennis,Asia Pacific,Osaka,Japan,Osaka,5890013,05-03-10,Delivery Truck
