Product_Name,Customer_Name,Region,OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
12 Colored Short Pencils,Joan Bowers,North America,2,7,0.05,3,6,2,0.58,7.54
"Master Giant Foot® Doorstop, Safety Yellow",Priscilla Kane,North America,4,15,0.1,8,6,4,0.42,11.36
Avery 485,Kathleen Aldridge,AsiaPac,2,7,0.09,13,15,1,0.38,55.55
"Dixon My First Ticonderoga Pencil, #2",Kathleen Aldridge,AsiaPac,2,7,0.03,6,76,2,0.56,239.68
Global Deluxe Office Fabric Chairs,April Bowers,North America,1,5,0.05,96,6,58,0.58,247.28
Riverside Furniture Stanwyck Manor Table Series,April Bowers,North America,1,5,0.04,287,6,62,0.78,1212.28
"Master Giant Foot® Doorstop, Safety Yellow",Judy Frazier,North America,4,15,0.1,8,2,4,0.42,1.12
Avery 485,Gail Welch,North America,2,7,0.09,13,4,1,0.38,14.08
"Dixon My First Ticonderoga Pencil, #2",Gail Welch,North America,2,7,0.03,6,19,2,0.56,58.42
O'Sullivan Living Dimensions 2-Shelf Bookcases,Annie Rouse,AsiaPac,0,0,0.08,121,76,59,0.75,6102.32
"Fellowes Internet Keyboard, Platinum",Emily Britt,North America,2,7,0,30,2,9,0.74,35.4
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Emily Britt,North America,2,7,0.07,40,42,10,0.4,544.4
Avery 510,Leigh Burnette Hurley,North America,2,7,0.07,4,103,1,0.37,122.6
Ibico Presentation Index for Binding Systems,Leigh Burnette Hurley,North America,2,7,0.02,4,42,5,0.04,-1.98
"Fellowes Internet Keyboard, Platinum",Suzanne Zhu,North America,2,7,0,30,1,9,0.74,13.2
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Suzanne Zhu,North America,2,7,0.07,40,11,10,0.4,135.2
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Michele Meadows,North America,3,10,0.03,55,16,14,0.37,195.25
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Gregory Barefoot,North America,2,7,0.01,41,15,20,0.36,-8.93
Xerox 210,Juan Gold,North America,2,7,0.05,137,22,24,0.06,6.32
Avery 510,Clyde Norman,North America,2,7,0,6,6,7,0.37,30.2
Ibico Presentation Index for Binding Systems,Bob Harrington,North America,2,7,0.07,4,26,1,0.37,-4.21
Self-Adhesive Address Labels for Typewriters by Universal,Brad Stark,North America,2,7,0.02,4,11,5,0.04,2.52
Newell 346,Maureen Tanner,North America,0,0,0.02,7,1,0,0.38,3.32
6160,Molly Warren,AsiaPac,4,15,0.08,3,3,1,0.56,1914.48
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Joe Hunter,EMEA,0,0,0,116,29,3,0.57,4448.2
*Staples* Letter Opener,Joe Hunter,EMEA,1,5,0.09,111,67,14,0.69,79.36
Canon PC1060 Personal Laser Copier,Joe Hunter,EMEA,1,5,0.07,2,57,5,0.81,5163
LX 677,Joe Hunter,EMEA,1,5,0.02,700,19,24,0.41,3108.99
"Boston Model 1800 Electric Pencil Sharpener, Gray",Jimmy Hsu,North America,1,5,0.04,111,53,9,0.57,365
"Acme® 8"" Straight Scissors",Jimmy Hsu,North America,4,15,0.02,28,25,6,0.55,169.38
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Brent Graves,North America,4,15,0.09,13,26,3,0.6,1118.2
*Staples* Letter Opener,Brent Graves,North America,1,5,0.09,111,17,14,0.69,15.72
Canon PC1060 Personal Laser Copier,Gayle Lawson,North America,1,5,0.07,2,14,5,0.81,1341
LX 677,Gayle Lawson,North America,1,5,0.02,700,5,24,0.41,755.79
Boston 16801 Nautilus™ Battery Pencil Sharpener,Ross Wang Bates,North America,1,5,0.04,111,13,9,0.57,282.42
Xerox 194,Rebecca Rhodes,North America,2,7,0.02,22,23,6,0.59,285.2
SAFCO Folding Chair Trolley,Paul Puckett,North America,4,15,0.06,128,13,13,0.5,719.16
"Iris® 3-Drawer Stacking Bin, Black",Courtney Weber,North America,3,10,0,21,1,12,0.83,5.43
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Edna Schroeder,North America,3,10,0.08,99,19,9,0.35,498.87
Accessory4,Edna Schroeder,North America,3,10,0.1,86,2,1,0.85,128
Avery Poly Binder Pockets,Ted Oliver,AsiaPac,0,0,0.07,4,71,5,0.37,80.2
Avery Poly Binder Pockets,Stacey Davenport,North America,0,0,0.07,4,18,5,0.37,16.6
GBC Recycled Grain Textured Covers,Alice Pittman,North America,4,15,0,35,4,15,0.37,36.8
"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Robin Tyler,North America,4,15,0.01,501,5,28,0.38,898.85
Xerox 215,Joan Oakley Schaefer,Latam,1,5,0.09,6,95,7,0.37,152.6
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Joan Oakley Schaefer,Latam,1,5,0.01,15,101,13,0.43,623.3
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Joan Oakley Schaefer,Latam,1,5,0.07,20,32,7,0.49,261.8
"GBC Laser Imprintable Binding System Covers, Desert Sand",John Welch,AsiaPac,0,0,0.09,14,2,7,0.38,1.12
9-3/4 Diameter Round Wall Clock,Louis Henson,AsiaPac,1,5,0.04,14,34,9,0.43,176.64
Xerox 1891,Louis Henson,AsiaPac,1,5,0.08,49,6,6,0.38,82.2
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Harry Currin,EMEA,1,5,0.02,201,74,24,0.58,8305.44
Xerox 215,Jerry Webster,North America,1,5,0.09,6,24,7,0.37,33.32
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Brad H Blake,North America,1,5,0.01,15,25,13,0.43,144.5
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Brad H Blake,North America,1,5,0.07,20,8,7,0.49,60.2
9-3/4 Diameter Round Wall Clock,Geoffrey H Wong,North America,1,5,0.04,14,8,9,0.43,34.68
Xerox 1891,Geoffrey H Wong,North America,1,5,0.08,49,2,6,0.38,23.4
Staples® General Use 3-Ring Binders,Yvonne Fox,North America,0,0,0.07,2,17,1,0.37,9.2
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Edith Norton,North America,1,5,0.02,201,18,24,0.58,2002.08
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Frederick Cole,North America,0,0,0.95,551,4,46,0.71,-574.96
Staples #10 Colored Envelopes,Tammy Buckley,North America,0,0,0.09,8,23,3,0.38,50.36
"Soundgear Copyboard Conference Phone, Optional Battery",Jay Simon,North America,0,0,0.05,204,22,14,0.37,1422.16
Avery 520,Edna Freeman,North America,0,0,0.07,3,13,1,0.37,10.7
Avery 508,Diane Blanton,North America,0,0,0.08,5,10,1,0.36,13
Acco® Hot Clips™ Clips to Go,Beth Brandon,EMEA,1,5,0.05,3,103,1,0.08,8.27
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Beth Brandon,EMEA,1,5,0.02,551,55,147,0.8,23490.9
5165,Thomas Frazier,North America,0,0,0.06,176,22,5,0.59,2047.16
Avery 479,Sharon Kessler,North America,0,0,0.07,3,23,1,0.39,21.08
Letter Size Cart,Glen Green,North America,2,7,0,143,16,20,0.56,1261.28
Acco® Hot Clips™ Clips to Go,Jeffrey Cheng,North America,1,5,0.05,3,26,1,0.08,1.34
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Jeffrey Cheng,North America,1,5,0.02,551,14,147,0.8,5869.92
"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Danielle Gray,North America,4,15,0.1,18,12,4,0.79,145.04
Xerox 1923,Sharon Ellis,North America,4,15,0.08,7,16,6,0.37,26.48
Accessory34,Justin Frank,North America,3,10,0,86,16,1,0.55,755.8
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Vickie Martinez,North America,3,10,0.05,60,13,4,0.57,401.6
GBC Plastic Binding Combs,Rhonda Bryant,North America,2,7,0.03,7,9,12,0.36,8.79
1726 Digital Answering Machine,Sean N Boyer,North America,4,15,0,21,36,5,0.58,433.48
Avery Durable Binders,Rosemary O'Brien,North America,2,7,0.01,3,67,1,0.36,69.35
1726 Digital Answering Machine,Pauline Finch,North America,4,15,0,21,9,5,0.58,104.62
"3.5"" IBM Formatted Diskettes, DS/HD",Vivian Hodge,North America,3,10,0.01,7,9,4,0.66,36.95
Acco Perma® 2700 Stacking Storage Drawers,Shawn Adler,North America,0,0,0.1,30,10,7,0.08,-13
Polycom VoiceStation 100,Alfred Barber,North America,2,7,0.09,301,24,14,0.06,-266.84
Newell 312,Alfred Barber,North America,2,7,0,6,11,1,0.55,35.3
Bretford CR8500 Series Meeting Room Furniture,Alfred Barber,North America,2,7,0.04,401,24,43,0.71,6405.08
Avery Durable Binders,Yvonne Stephens,North America,2,7,0.01,3,17,1,0.36,16.85
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Kay Ivey Orr,North America,3,10,0.1,9,2,3,0.39,2.22
Belkin 8 Outlet Surge Protector,Daniel Phelps,North America,3,10,0.06,41,10,5,0.57,204.1
"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",Anna Miles,North America,3,10,0.03,2,9,5,0.41,1.84
"Avery Trapezoid Extra Heavy Duty 4"" Binders",Edna Goodwin,North America,3,10,0.01,42,21,3,0.35,296.88
"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Rodney Horn Kirby,North America,1,5,0.04,4,15,5,0.59,28
"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Rodney Horn Kirby,North America,1,5,0.01,45,7,2,0.55,168.1
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Rodney Horn Kirby,North America,1,5,0.1,137,4,24,0.06,-48.66
"Angle-D Binders with Locking Rings, Label Holders",Larry Harding,AsiaPac,3,10,0.03,7,65,8,0.38,151.25
"Metal Folding Chairs, Beige, 4/Carton",Terri Bond,AsiaPac,1,5,0.1,34,34,19,0.58,535.88
Fiskars® Softgrip Scissors,Alan Morris,AsiaPac,3,10,0.03,11,61,3,0.57,359.34
Bretford CR4500 Series Slim Rectangular Table,Alan Morris,AsiaPac,3,10,0.05,348,82,85,0.66,17321.96
"Seth Thomas 14"" Putty-Colored Wall Clock",Cheryl Honeycutt,AsiaPac,2,7,0,29,103,8,0.54,1604.98
Belkin F5C206VTEL 6 Outlet Surge,Pauline Stanley,North America,0,0,0.08,23,22,5,0.55,232.82
Xerox 207,Pauline Stanley,North America,0,0,0.08,6,5,5,0.37,3.7
"Metal Folding Chairs, Beige, 4/Carton",Cameron Kendall,North America,1,5,0.1,34,8,19,0.58,111.56
Fiskars® Softgrip Scissors,Priscilla Allen,North America,3,10,0.03,11,15,3,0.57,86.1
Bretford CR4500 Series Slim Rectangular Table,Priscilla Allen,North America,3,10,0.05,348,20,85,0.66,4160.6
Avery Self-Adhesive Photo Pockets for Polaroid Photos,Stacy Reynolds,North America,3,10,0.04,7,9,5,0.37,15.79
Xerox 1881,Frank Hartman,North America,3,10,0.04,12,6,6,0.38,18.48
Eldon Advantage® Foldable Chair Mats for Low Pile Carpets,Dana Jain,North America,4,15,0.02,54,24,11,0.64,792.52
Global Adaptabilities™ Conference Tables,Wesley Cho,North America,0,0,0.05,281,16,36,0.66,2706.56
"Sauder Forest Hills Library, Woodland Oak Finish",Edna Freeman,North America,3,10,0.01,141,11,36,0.77,1142.76
Hoover Portapower™ Portable Vacuum,Ethel Branch,AsiaPac,4,15,0.09,4,84,49,0.6,122.36
Avery 479,Ethel Branch,AsiaPac,4,15,0.04,3,53,1,0.39,54.65
"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Clara Hauser,North America,3,10,0.05,2,69,1,0.57,70.76
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Joe Kumar,AsiaPac,4,15,0.02,6,32,1,0.39,70.04
"Tenex File Box, Personal Filing Tote with Lid, Black",Joe Kumar,AsiaPac,4,15,0.04,16,59,18,0.59,501.2
Laminate Occasional Tables,Anita Brock,EMEA,1,5,0.07,154,13,69,0.68,1152.22
Brown Kraft Recycled Envelopes,Vernon Stark,EMEA,3,10,0.1,17,57,12,0.35,230.25
Hoover Portapower™ Portable Vacuum,Martha Durham,North America,4,15,0.09,4,21,49,0.6,-6.16
Avery 479,Martha Durham,North America,4,15,0.04,3,13,1,0.39,12.65
"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Daniel Jones,North America,3,10,0.05,2,17,1,0.57,16.68
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Jamie Manning,North America,4,15,0.02,6,8,1,0.39,16.76
"Tenex File Box, Personal Filing Tote with Lid, Black",Jamie Manning,North America,4,15,0.04,16,15,18,0.59,114
Xerox 227,Gretchen Best Wilkins,North America,4,15,0.05,6,18,9,0.37,25.56
Xerox 1995,Christopher Horner,North America,3,10,0.04,6,23,5,0.37,40.54
Xerox 1894,Dan George,North America,2,7,0.09,6,21,6,0.37,29.28
StarTAC 6500,Mike Barry,North America,4,15,0.09,126,11,9,0.59,684
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Veronica Peck,North America,0,0,0.03,8,4,1,0.36,9.56
Brown Kraft Recycled Envelopes,Leah Davenport,North America,3,10,0.1,17,14,12,0.35,47.5
Newell 340,Lucille Gibbons,North America,1,5,0.08,3,67,1,0.56,95.48
Panasonic KX-P3626 Dot Matrix Printer,Benjamin Poe,AsiaPac,0,0,0.06,517,46,17,0.59,12587.46
White GlueTop Scratch Pads,Benjamin Poe,AsiaPac,0,0,0.04,15,53,2,0.39,276.25
2300 Heavy-Duty Transfer File Systems by Perma,Benjamin Poe,AsiaPac,0,0,0.06,25,99,9,0.66,1476
Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Samuel Simmons,North America,4,15,0.06,33,15,9,0.61,263.25
Panasonic KX-P3626 Dot Matrix Printer,Julian Stallings,North America,0,0,0.06,517,12,17,0.59,3271.12
White GlueTop Scratch Pads,Julian Stallings,North America,0,0,0.04,15,13,2,0.39,66.25
2300 Heavy-Duty Transfer File Systems by Perma,Julian Stallings,North America,0,0,0.06,25,25,9,0.66,366
Fellowes Recycled Storage Drawers,Nicholas Morrow,EMEA,3,10,0.09,111,67,9,0.78,5122.53
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Annie Rouse,AsiaPac,2,7,0.03,5,27,5,0.39,43.6
Gyration Ultra Cordless Optical Suite,Annie Rouse,AsiaPac,2,7,0.05,101,61,7,0.46,2519.01
Unpadded Memo Slips,Annie Rouse,AsiaPac,2,7,0.09,4,8,3,0.35,5.32
Xerox 212,Josephine Dalton,North America,0,0,0.06,6,15,8,0.37,19.9
Decoflex Hanging Personal Folder File,Josephine Dalton,North America,0,0,0.06,15,24,5,0.59,185.8
"Eldon® 400 Class™ Desk Accessories, Black Carbon",Michael Howe,North America,2,7,0.1,9,14,9,0.43,32.58
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Donna Hawkins,North America,4,15,0.07,15,26,8,0.39,116.8
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Donna Hawkins,North America,4,15,0.06,9,14,5,0.38,35.32
Xerox 231,Juanita Bennett,North America,4,15,0.04,6,13,5,0.37,20.74
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Claudia Snyder,North America,2,7,0.01,5,8,5,0.64,20.2
Fellowes Recycled Storage Drawers,Kara Tyler,North America,3,10,0.09,111,17,9,0.78,1293.03
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Erica Riddle,North America,2,7,0.03,5,7,5,0.39,7.6
Gyration Ultra Cordless Optical Suite,Erica Riddle,North America,2,7,0.05,101,15,7,0.46,614.15
Unpadded Memo Slips,Erica Riddle,North America,2,7,0.09,4,2,3,0.35,-0.92
5125,Sarah Middleton,AsiaPac,2,7,0.02,201,97,8,0.59,11105.29
Electrix Halogen Magnifier Lamp,Sarah Middleton,AsiaPac,2,7,0.01,194,48,12,0.59,5388.96
StarTAC 8000,Glen Caldwell,North America,1,5,0.03,206,15,9,0.6,1752.3
Belkin 6 Outlet Metallic Surge Strip,Emma Harvey,North America,1,5,0.08,11,63,5,0.59,348.43
Sanford 52201 APSCO Electric Pencil Sharpener,Amy Hamrick Melvin,North America,2,7,0.07,71,92,30,0.73,519.08
5125,Wanda Stafford,North America,3,10,0.03,41,23,9,0.59,2741.68
Electrix Halogen Magnifier Lamp,Danny Francis Bell,North America,2,7,0.02,201,24,8,0.59,1338.24
i1000plus,April Flynn,North America,2,7,0.01,194,12,12,0.59,963.68
Self-Adhesive Removable Labels,Annie Odom,North America,1,5,0.09,126,16,4,0.57,13.65
Belkin 6 Outlet Metallic Surge Strip,Stacey Deal,North America,4,15,0.02,3,13,0,0.37,84.76
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Gilbert Scarborough,North America,1,5,0.08,11,16,5,0.59,2816.38
688,Marshall Sutherland,North America,0,0,0.07,279,14,35,0.8,342.92
Letter or Legal Size Expandable Poly String Tie Envelopes,Leon Doyle,North America,1,5,0.01,196,3,4,0.6,13.32
G.E. Halogen Desk Lamp Bulbs,James Fox,North America,4,15,0.08,3,23,6,0.36,-0.69
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Rosemary Hedrick,AsiaPac,3,10,0.04,7,1,3,0.37,158.51
Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Jeanne Fuller McMillan,EMEA,2,7,0.02,17,17,12,0.61,82.6
GBC Standard Plastic Binding Systems Combs,Jeanne Fuller McMillan,EMEA,0,0,0.04,4,40,7,0.6,192.9
Avery 520,Jeanne Fuller McMillan,EMEA,0,0,0.02,9,65,6,0.36,63.05
Avery 498,Gloria Schwarz,AsiaPac,0,0,0.02,3,61,1,0.37,86.87
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Alex Harding,North America,2,7,0.09,3,101,1,0.38,28.12
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,James Levine,North America,2,7,0.02,17,4,12,0.61,28.2
"Dixon My First Ticonderoga Pencil, #2",James Levine,North America,0,0,0,36,3,15,0.4,20.56
Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Helen Ward Langley,North America,0,0,0.09,6,8,2,0.56,942
Belkin 105-Key Black Keyboard,Lloyd Cannon,North America,4,15,0,65,20,7,0.73,55
Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Kimberly Melvin,North America,4,15,0.09,20,5,4,0.68,15.4
GBC Standard Plastic Binding Systems Combs,Kimberly Melvin,North America,0,0,0.04,4,10,7,0.6,42.96
Avery 520,Kimberly Melvin,North America,0,0,0.02,9,16,6,0.36,14.75
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Milton Clarke,North America,0,0,0.02,3,15,1,0.37,30.72
Boston 1730 StandUp Electric Pencil Sharpener,Lee Xu,North America,0,0,0.04,17,4,6,0.58,76.68
Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Diane Flynn,North America,1,5,0.08,21,8,9,0.59,239.84
Bevis Round Conference Table Top & Single Column Base,Diane Flynn,North America,0,0,0.02,121,6,7,0.36,1170.72
Verbatim DVD-R 4.7GB authoring disc,Ricky Sanders,North America,0,0,0.01,146,13,44,0.65,191.05
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Julie Porter,North America,4,15,0.06,39,11,2,0.51,276.12
Xerox 210,Kay Perez,AsiaPac,4,15,0.04,44,12,9,0.58,94.76
Binder Posts,Derek Shah,North America,1,5,0.05,6,53,7,0.37,46
SAFCO Folding Chair Trolley,Gilbert P Sun,North America,0,0,0.05,6,25,5,0.39,1113.4
"210 Trimline Phone, White",Jacob Burgess,North America,0,0,0.1,128,22,13,0.5,89.64
Avery Hanging File Binders,Brian Norman,North America,2,7,0.01,16,17,11,0.38,26.36
"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Vicki Womble,North America,2,7,0.01,6,12,1,0.39,144.3
Avery 498,Vicki Womble,North America,2,7,0.08,22,19,2,0.43,23.84
12-1/2 Diameter Round Wall Clock,Vicki Womble,North America,2,7,0.02,3,23,1,0.38,99.2
Xerox 210,Shawn McIntyre,North America,2,7,0.07,20,13,10,0.49,17.96
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Bonnie G Keith,North America,1,5,0.05,6,13,7,0.37,50.55
"AT&T Black Trimline Phone, Model 210",Carmen McPherson,North America,1,5,0.04,9,17,3,0.39,152.28
Vinyl Sectional Post Binders,Donald Spears,AsiaPac,3,10,0.07,16,24,9,0.49,481.88
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Donald Spears,AsiaPac,1,5,0.06,38,44,3,0.35,246.1
"Executive Impressions 13"" Chairman Wall Clock",Donald Spears,AsiaPac,1,5,0.07,9,90,5,0.38,486
Portable Personal File Box,Ruth McConnell Young,North America,1,5,0.05,25,44,9,0.5,567.4
LX 788,Ruth McConnell Young,North America,2,7,0.05,12,90,5,0.58,8021.88
Canon P1-DHIII Palm Printing Calculator,Ruth McConnell Young,North America,2,7,0.06,156,99,9,0.58,487.8
Okidata ML591 Wide Format Dot Matrix Printer,Calvin Parsons Walter,North America,2,7,0.1,18,92,9,0.4,746.34
Vinyl Sectional Post Binders,Constance Robertson,North America,3,10,0.09,811,2,16,0.56,118.22
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Constance Robertson,North America,1,5,0.06,38,11,3,0.35,59.17
"Executive Impressions 13"" Chairman Wall Clock",Harold Shapiro,North America,1,5,0.07,9,23,5,0.38,114.75
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Eric Dennis,North America,1,5,0.05,25,11,9,0.5,1897.17
Portable Personal File Box,Jane Freeman,North America,2,7,0.05,161,21,30,0.62,141.28
LX 788,Jane Freeman,North America,2,7,0.05,12,23,5,0.58,2019
Canon P1-DHIII Palm Printing Calculator,Dwight Hendricks,North America,2,7,0.06,156,25,9,0.58,115.2
"Imation Neon Mac Format Diskettes, 10/Pack",Jennifer Grant,North America,2,7,0.1,18,23,9,0.4,44.36
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Jennifer Grant,North America,4,15,0.03,8,8,3,0.77,1639
Novimex Turbo Task Chair,Gina Stokes,AsiaPac,4,15,0.05,279,8,35,0.8,4281.12
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Sam Haas,AsiaPac,0,0,0.08,8,63,2,0.74,330.64
Sanford 52201 APSCO Electric Pencil Sharpener,Sam Haas,AsiaPac,0,0,0.06,41,55,9,0.59,1186.15
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Bonnie Matthews Rowland,North America,4,15,0.05,71,63,38,0.78,3227.29
Adesso Programmable 142-Key Keyboard,Janice Reese,AsiaPac,4,15,0.03,152,92,7,0.74,9921.64
Avery 494,Janice Reese,AsiaPac,4,15,0.1,3,8,1,0.39,5.96
"O'Sullivan Elevations Bookcase, Cherry Finish",Rosemary Hedrick,AsiaPac,0,0,0.05,131,71,55,0.69,5897.64
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Christopher Berman,North America,0,0,0.08,8,16,2,0.74,82.48
Sanford 52201 APSCO Electric Pencil Sharpener,Marc Simon,North America,0,0,0.06,41,14,9,0.59,295.22
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Jacqueline McMahon,North America,4,15,0.05,71,16,38,0.78,791.28
Acme® Preferred Stainless Steel Scissors,Cathy Weber,North America,0,0,0,6,18,4,0.56,56.48
Adesso Programmable 142-Key Keyboard,Louise Webster Sharma,North America,4,15,0.03,152,23,7,0.74,2475.16
Avery 494,Louise Webster Sharma,North America,4,15,0.1,3,2,1,0.39,0.74
Security-Tint Envelopes,Gene Cox,North America,3,10,0.02,8,6,1,0.36,15.32
Park Ridge™ Embossed Executive Business Envelopes,Roger Schwartz,North America,1,5,0.08,16,1,1,0.38,3.8
"O'Sullivan Elevations Bookcase, Cherry Finish",Phyllis Adcock,North America,0,0,0.05,131,18,55,0.69,1454.12
"Angle-D Binders with Locking Rings, Label Holders",Anne Bland,North America,2,7,0.04,7,24,8,0.38,49.12
"Sanford Colorific Colored Pencils, 12/Box",Mike Strauss,North America,1,5,0.1,3,22,1,0.55,28.7
StarTAC 7760,Kara Foster,North America,2,7,0.1,66,5,4,0.59,157.7
StarTAC ST7868,Ricky Y Newman,North America,1,5,0.02,126,17,9,0.55,1126.26
"GBC White Gloss Covers, Plain Front",Joann Thomas,EMEA,0,0,0.09,14,55,6,0.38,217.3
"Acme® 8"" Straight Scissors",Ethel Goldstein,AsiaPac,4,15,0.05,13,84,3,0.6,597.6
Avery 48,Tammy Raynor,North America,0,0,0.03,6,74,1,0.39,158.84
Avery 501,Tammy Raynor,North America,0,0,0.01,4,76,1,0.38,111.48
Wilson Jones Standard D-Ring Binders,Tammy Raynor,North America,0,0,0.05,5,40,3,0.38,63
"GBC White Gloss Covers, Plain Front",Marianne Connor,North America,0,0,0.09,14,14,6,0.38,50.84
"Lifetime Advantage™ Folding Chairs, 4/Carton",Sara O'Connor,North America,0,0,0.01,218,22,18,0.57,2667.76
Avery 48,Annie Livingston,North America,0,0,0.03,6,18,1,0.39,37.88
Avery 501,Annie Livingston,North America,0,0,0.01,4,19,1,0.38,27.12
Wilson Jones Standard D-Ring Binders,Ronnie Pace,North America,0,0,0.05,5,10,3,0.38,13.5
Trimflex™ Flexible Post Binders,Frederick Lang,North America,0,0,0,21,19,3,0.37,144.63
Eldon Executive Woodline II Cherry Finish Desk Accessories,Charlene Reynolds,North America,4,15,0.07,41,3,19,0.57,42.5
Timeport L7089,Janice Reese,AsiaPac,4,15,0.04,126,40,8,0.58,2713.6
Binder Posts,Marilyn Bland,AsiaPac,1,5,0.07,6,11,5,0.39,16.12
"Memorex 80 Minute CD-R Spindle, 100/Pack",Marilyn Bland,AsiaPac,1,5,0.01,44,78,2,0.44,1473.76
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Marilyn Bland,AsiaPac,1,5,0.09,95,57,18,0.56,2527.05
Binder Posts,Andrew Todd,North America,1,5,0.07,6,3,5,0.39,0.76
"Memorex 80 Minute CD-R Spindle, 100/Pack",Andrew Todd,North America,1,5,0.01,44,19,2,0.44,357.48
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Laura Carver Branch,North America,1,5,0.09,95,14,18,0.56,607.1
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Benjamin Humphrey,North America,2,7,0.07,41,26,9,0.76,726.54
Eldon Radial Chair Mat for Low to Medium Pile Carpets,Vivian Hodge,North America,3,10,0.02,40,22,9,0.65,545.4
Sterling Rubber Bands by Alliance,Michele Morrow Marsh,North America,2,7,0.02,5,15,1,0.85,61.25
Magna Visual Magnetic Picture Hangers,Brandon Beach,North America,2,7,0.06,5,8,6,0.47,10.4
"Hon Metal Bookcases, Black",Christian Branch,North America,3,10,0.09,71,14,27,0.6,479.94
Xerox 1885,Alan Briggs,North America,3,10,0.1,48,8,7,0.37,96.68
Xerox 1887,Dana Waller,North America,4,15,0.03,19,2,5,0.37,7.92
Accessory34,Dana Waller,North America,4,15,0.03,86,19,1,0.55,848.68
